id,map,region,district,district_key,iso_okato
1033,Republic_of_Tatarstan,Республика Татарстан   ,Ютазинский,Yutazinsky,RU-TA-92254000000
1034,Republic_of_Tatarstan,Республика Татарстан   ,Черемшанский,Cheremshansky,RU-TA-92258000000
1035,Republic_of_Tatarstan,Республика Татарстан   ,Арский,Arsky,RU-TA-92212000000
1036,Republic_of_Tatarstan,Республика Татарстан   ,Атнинский,Atninsky,RU-TA-92213000000
1037,Republic_of_Tatarstan,Республика Татарстан   ,Тюлячинский,Tyulyachinsky,RU-TA-92256000000
1038,Republic_of_Tatarstan,Республика Татарстан   ,Алькеевский,Alkeyevsky,RU-TA-92207000000
1039,Republic_of_Tatarstan,Республика Татарстан   ,Спасский,Spassky,RU-TA-92232000000
1040,Republic_of_Tatarstan,Республика Татарстан   ,Лаишевский,Laishevsky,RU-TA-92234000000
1041,Republic_of_Tatarstan,Республика Татарстан   ,Высокогорский,Vysokogorsky,RU-TA-92222000000
1042,Republic_of_Tatarstan,Республика Татарстан   ,Казань,Kazan,RU-TA-92401000000
1043,Republic_of_Tatarstan,Республика Татарстан   ,Дрожжановский,Drozhzhanovsky,RU-TA-92224000000
1044,Republic_of_Tatarstan,Республика Татарстан   ,Камско-Устьинский,Kamsko-Ustyinsky,RU-TA-92230000000
1045,Republic_of_Tatarstan,Республика Татарстан   ,Тетюшский,Tetyushsky,RU-TA-92255000000
1046,Republic_of_Tatarstan,Республика Татарстан   ,Апастовский,Apastovsky,RU-TA-92210000000
1047,Republic_of_Tatarstan,Республика Татарстан   ,Кайбицкий,Kaybitsky,RU-TA-92229000000
1048,Republic_of_Tatarstan,Республика Татарстан   ,Верхнеуслонский,Verkhneuslonsky,RU-TA-92220000000
1049,Republic_of_Tatarstan,Республика Татарстан   ,Тукаевский,Tukaevsky,RU-TA-92257000000
1050,Republic_of_Tuva,Республика Тыва   ,Эрзинский,Erzinsky,RU-TY-93258000000
1051,Republic_of_Tuva,Республика Тыва   ,Кызылский,Kyzylsky,RU-TY-93222000000
1052,Republic_of_Tuva,Республика Тыва   ,Пий-Хемский,PiusKhemsky,RU-TY-93235000000
1053,Republic_of_Tuva,Республика Тыва   ,Сут-Хольский,SutKholsky,RU-TY-93238000000
1054,Republic_of_Tuva,Республика Тыва   ,Тес-Хемский,TesKhemsky,RU-TY-93245000000
1055,Republic_of_Tuva,Республика Тыва   ,Тандинский,Tandinsky,RU-TY-93240000000
1056,Republic_of_Tuva,Республика Тыва   ,Монгун-Тайгинский,MongunTaiginsky,RU-TY-93225000000
1057,Republic_of_Tuva,Республика Тыва   ,Тоджинский,Todzhinsky,RU-TY-93250000000
1058,Republic_of_Tuva,Республика Тыва   ,Тере-Хольский,TereKholsky,RU-TY-93243000000
1059,Republic_of_Tuva,Республика Тыва   ,Бай-Тайгинский,BaiTaiginsky,RU-TY-93205000000
1060,Republic_of_Tuva,Республика Тыва   ,Дзун-Хемчикский,DzunKhemchiksky,RU-TY-93215000000
1061,Republic_of_Tuva,Республика Тыва   ,Каа-Хемский,KaaKhemsky,RU-TY-93220000000
1062,Republic_of_Tuva,Республика Тыва   ,Овюрский,Ovursky,RU-TY-93230000000
1063,Republic_of_Tuva,Республика Тыва   ,Улуг-Хемский,UlugKhemsky,RU-TY-93254000000
1064,Republic_of_Tuva,Республика Тыва   ,Барун-Хемчикский,_BarunKhemchiksky,RU-TY-93210000000
1065,Republic_of_Tuva,Республика Тыва   ,Кызыл,Kyzyl,RU-TY-93401000000
1066,Republic_of_Tuva,Республика Тыва   ,Ак-Довурак,AkDovurak,RU-TY-93403000000
1067,Republic_of_Tuva,Республика Тыва   ,Чеди-Хольский,ChediKholsky,RU-TY-93257000000
1068,Republic_of_Tuva,Республика Тыва   ,Чаа-Хольский,ChaaKholsky,RU-TY-93256000000
1069,Rostov_Region,Ростовская область   ,Чертковский р-н,Chertkovsky,RU-ROS-60258000000
1070,Rostov_Region,Ростовская область   ,Верхнедонской р-н,Verkhnedonskoi,RU-ROS-60208000000
1071,Rostov_Region,Ростовская область   ,Шолоховский р-н,Sholokhovskiy,RU-ROS-60211000000
1072,Rostov_Region,Ростовская область   ,Боковский р-н,Bokovsky,RU-ROS-60207000000
1073,Rostov_Region,Ростовская область   ,Кашарский р-н,Kashar,RU-ROS-60224000000
1074,Rostov_Region,Ростовская область   ,Миллеровский р-н,Millerovsky,RU-ROS-60232000000
1075,Rostov_Region,Ростовская область   ,Тарасовский р-н,Tarasovsky,RU-ROS-60253000000
1076,Rostov_Region,Ростовская область   ,Советский р-н,Soviet,RU-ROS-60252000000
1077,Rostov_Region,Ростовская область   ,Обливский р-н,Oblivsky,RU-ROS-60240000000
1078,Rostov_Region,Ростовская область   ,Морозовский р-н,Morozovsky,RU-ROS-60234000000
1079,Rostov_Region,Ростовская область   ,Милютинский р-н,Milyutinsky,RU-ROS-60233000000
1080,Rostov_Region,Ростовская область   ,Тацинский р-н,Tatsinsky,RU-ROS-60254000000
1081,Rostov_Region,Ростовская область   ,Белокалитвинский р-н,Belokalitvinskiy,RU-ROS-60206000000
1082,Rostov_Region,Ростовская область   ,Константиновский р-н,Konstantinovsky,RU-ROS-60225000000
1083,Rostov_Region,Ростовская область   ,Цимлянский р-н,Tsimlyansky,RU-ROS-60257000000
1084,Rostov_Region,Ростовская область   ,Семикаракорский р-н,Semikarakorsky,RU-ROS-60251000000
1085,Rostov_Region,Ростовская область   ,Усть-Донецкий р-н,Ust-Donetsk,RU-ROS-60255000000
1086,Rostov_Region,Ростовская область   ,Заветинский р-н,Zavetinskiy,RU-ROS-60217000000
1087,Rostov_Region,Ростовская область   ,Ремонтненский р-н,Remontnensky,RU-ROS-60247000000
1088,Rostov_Region,Ростовская область   ,Дубовский р-н,Dubovsky,RU-ROS-60213000000
1089,Rostov_Region,Ростовская область   ,Зимовниковский р-н,Zimovnikovsky,RU-ROS-60219000000
1090,Rostov_Region,Ростовская область   ,Орловский р-н,Orlovsky,RU-ROS-60242000000
1091,Rostov_Region,Ростовская область   ,Мартыновский р-н,Martynovsky,RU-ROS-60230000000
1092,Rostov_Region,Ростовская область   ,Пролетарский р-н,Proletarsky,RU-ROS-60245000000
1093,Rostov_Region,Ростовская область   ,Веселовский р-н,Veselovsky,RU-ROS-60209000000
1094,Rostov_Region,Ростовская область   ,Волгодонской р-н,Volgodonsky,RU-ROS-60212000000
1095,Rostov_Region,Ростовская область   ,Волгодонск,Volgodonsk,RU-ROS-60412000000
1096,Rostov_Region,Ростовская область   ,Сальский р-н,Salsky,RU-ROS-60250000000
1097,Rostov_Region,Ростовская область   ,Песчанокопский р-н,Peschanokopsky,RU-ROS-60244000000
1098,Rostov_Region,Ростовская область   ,Таганрог,Taganrog,RU-ROS-60437000000
1099,Rostov_Region,Ростовская область   ,Целинский р-н,Tselinsky,RU-ROS-60256000000
1100,Rostov_Region,Ростовская область   ,Егорлыкский р-н,Egorlyksky,RU-ROS-60215000000
1101,Rostov_Region,Ростовская область   ,Зерноградский р-н,Zernogradsky,RU-ROS-60218000000
1102,Rostov_Region,Ростовская область   ,Багаевский р-н,Bagaevsky,RU-ROS-60205000000
1103,Rostov_Region,Ростовская область   ,Кагальницкий р-н,Kagalnitsky,RU-ROS-60222000000
1104,Rostov_Region,Ростовская область   ,Каменский р-н,Kamensky,RU-ROS-60223000000
1105,Rostov_Region,Ростовская область   ,Красносулинский р-н,Krasnosulinsky,RU-ROS-60226000000
1106,Rostov_Region,Ростовская область   ,Родионово-Несветайский р-н,Rodionovo-Nesvetaisky,RU-ROS-60248000000
1107,Rostov_Region,Ростовская область   ,Октябрьский р-н,October,RU-ROS-60241000000
1108,Rostov_Region,Ростовская область   ,Новошахтинск,Novoshakhtinsk,RU-ROS-60430000000
1109,Rostov_Region,Ростовская область   ,Аксайский р-н,Aksai,RU-ROS-60202000000
1110,Rostov_Region,Ростовская область   ,Мясниковский р-н,Myasnikovsky,RU-ROS-60235000000
1111,Rostov_Region,Ростовская область   ,Азовский р-н,Azovsky,RU-ROS-60201000000
1112,Rostov_Region,Ростовская область   ,Ростов-на-Дону,Rostov-on-Don,RU-ROS-60401000000
1113,Rostov_Region,Ростовская область   ,Донецк,Donetsk,RU-ROS-60417000000
1114,Rostov_Region,Ростовская область   ,Каменск-Шахтинский,Kamensk-Shakhtinsky,RU-ROS-60419000000
1115,Rostov_Region,Ростовская область   ,Гуково,Gukovo,RU-ROS-60415000000
1116,Rostov_Region,Ростовская область   ,Зверево,Zverevo,RU-ROS-60418000000
1117,Rostov_Region,Ростовская область   ,Батайск,Bataysk,RU-ROS-60407000000
1118,Rostov_Region,Ростовская область   ,Азов,Azov,RU-ROS-60404000000
1119,Rostov_Region,Ростовская область   ,Новочеркасск,Novocherkassk,RU-ROS-60427000000
1120,Rostov_Region,Ростовская область   ,Шахты,Shahti,RU-ROS-60440000000
1121,Rostov_Region,Ростовская область   ,Куйбышевский р-н,Kuibyshevsky,RU-ROS-60227000000
1122,Rostov_Region,Ростовская область   ,Матвеево-Курганский р-н,Matveevo-Kurgan,RU-ROS-60231000000
1123,Rostov_Region,Ростовская область   ,Неклиновский р-н,Neklinovsky,RU-ROS-60236000000
1124,Ryazan_Region,Рязанская область   ,Милославский район,Miloslavsky,RU-RYA-61215000000
1125,Ryazan_Region,Рязанская область   ,Скопинский район,_Skopinsky,RU-RYA-61244000000
1126,Ryazan_Region,Рязанская область   ,Пронский район,Pronsky,RU-RYA-61225000000
1127,Ryazan_Region,Рязанская область   ,Михайловский район,Mikhailovsky,RU-RYA-61217000000
1128,Ryazan_Region,Рязанская область   ,Захаровский район,Zakharovsky,RU-RYA-61204000000
1129,Ryazan_Region,Рязанская область   ,Сараевский район,Saraevsky,RU-RYA-61240000000
1130,Ryazan_Region,Рязанская область   ,Шацкий район,Shatsky,RU-RYA-61256000000
1131,Ryazan_Region,Рязанская область   ,Чучковский район,Chuchkovsky,RU-RYA-61253000000
1132,Ryazan_Region,Рязанская область   ,Путятинский район,Putyatinsky,RU-RYA-61226000000
1133,Ryazan_Region,Рязанская область   ,Сапожковский район,Sapozhkovsky,RU-RYA-61237000000
1134,Ryazan_Region,Рязанская область   ,Ухоловский район,Ukholovsky,RU-RYA-61250000000
1135,Ryazan_Region,Рязанская область   ,Александро-Невский район,Alexandro-Nevsky,RU-RYA-61220000000
1136,Ryazan_Region,Рязанская область   ,Ряжский район,Ryazhsky,RU-RYA-61230000000
1137,Ryazan_Region,Рязанская область   ,Кадомский район,Kadomsky,RU-RYA-61206000000
1138,Ryazan_Region,Рязанская область   ,Пителинский район,Pitelinsky,RU-RYA-61223000000
1139,Ryazan_Region,Рязанская область   ,Сасовский район,_Sasovsky,RU-RYA-61242000000
1140,Ryazan_Region,Рязанская область   ,Кораблинский район,Korablinsky,RU-RYA-61212000000
1141,Ryazan_Region,Рязанская область   ,Шиловский район,Shilovsky,RU-RYA-61258000000
1142,Ryazan_Region,Рязанская область   ,Старожиловский район,Starozhilovsky,RU-RYA-61248000000
1143,Ryazan_Region,Рязанская область   ,Спасский район,Spassky,RU-RYA-61246000000
1144,Ryazan_Region,Рязанская область   ,Рязанский район,Ryazansky,RU-RYA-61234000000
1145,Ryazan_Region,Рязанская область   ,Рязань,Ryazan,RU-RYA-61401000000
1146,Ryazan_Region,Рязанская область   ,Сасово,Sasovo,RU-RYA-61410000000
1147,Ryazan_Region,Рязанская область   ,Скопин,Skopin,RU-RYA-61415000000
1148,Ryazan_Region,Рязанская область   ,Касимовский район,_Kasimovsky,RU-RYA-61208000000
1149,Ryazan_Region,Рязанская область   ,Касимов,Kasimov,RU-RYA-61405000000
1150,Ryazan_Region,Рязанская область   ,Ермишинский район,Ermishinsky,RU-RYA-61202000000
1151,Ryazan_Region,Рязанская область   ,Рыбновский район,Rybnovsky,RU-RYA-61227000000
1152,Ryazan_Region,Рязанская область   ,Клепиковский район,Klepikovsky,RU-RYA-61210000000
1153,Saint_Petersburg,Санкт-Петербург    ,Петродворцовый,Petrodvortsovy,RU-SPE-40290000000
1154,Saint_Petersburg,Санкт-Петербург    ,Адмиралтейский ,Admiralteisky,RU-SPE-40262000000
1155,Saint_Petersburg,Санкт-Петербург    ,Василеостровский,Vasileostrovskiy,RU-SPE-40263000000
1156,Saint_Petersburg,Санкт-Петербург    ,Фрунзенский р-н,Frunzensky,RU-SPE-40296000000
1157,Saint_Petersburg,Санкт-Петербург    ,Петроградский,Petrogradsky,RU-SPE-40288000000
1158,Saint_Petersburg,Санкт-Петербург    ,Колпинский,Kolpinsky,RU-SPE-40277000000
1159,Saint_Petersburg,Санкт-Петербург    ,Центральный,Centralny,RU-SPE-40298000000
1160,Saint_Petersburg,Санкт-Петербург    ,Выборгский,Vyborgsky,RU-SPE-40265000000
1161,Saint_Petersburg,Санкт-Петербург    ,Невский,Nevsky,RU-SPE-40285000000
1162,Saint_Petersburg,Санкт-Петербург    ,Красногвардейский,Krasnogvardeisky,RU-SPE-40278000000
1163,Saint_Petersburg,Санкт-Петербург    ,Калининский,Kalininsky,RU-SPE-40273000000
1164,Saint_Petersburg,Санкт-Петербург    ,Пушкинский,Pushkinsky,RU-SPE-40294000000
1165,Saint_Petersburg,Санкт-Петербург    ,Московский,Moskovsky,RU-SPE-40284000000
1166,Saint_Petersburg,Санкт-Петербург    ,Красносельский,Krasnoselsky,RU-SPE-40279000000
1167,Saint_Petersburg,Санкт-Петербург    ,Кировский,Kirovsky,RU-SPE-40276000000
1168,Saint_Petersburg,Санкт-Петербург    ,Курортный,Kyrortny,RU-SPE-40281000000
1169,Saint_Petersburg,Санкт-Петербург    ,Приморский,Primorsky,RU-SPE-40270000000
1170,Saint_Petersburg,Санкт-Петербург    ,Кронштадтский,Kronstadtsky,RU-SPE-40280000000
1171,Sakhalin_Region,Сахалинская область   ,Охинский,Okhinsky,RU-SAK-64236000000
1172,Sakhalin_Region,Сахалинская область   ,Александровск-Сахалинский,AlexandrovskSakhalinsky,RU-SAK-64204000000
1173,Sakhalin_Region,Сахалинская область   ,Тымовский,Tymovsky,RU-SAK-64250000000
1174,Sakhalin_Region,Сахалинская область   ,Смирныховский,Smirnykhovsky,RU-SAK-64246000000
1175,Sakhalin_Region,Сахалинская область   ,Ногликский,Nogliki,RU-SAK-64232000000
1176,Sakhalin_Region,Сахалинская область   ,Углегорский,Uglegorsky,RU-SAK-64252000000
1177,Sakhalin_Region,Сахалинская область   ,Томаринский,Tomarinsky,RU-SAK-64248000000
1178,Sakhalin_Region,Сахалинская область   ,Поронайский,Poronaisky,RU-SAK-64240000000
1179,Sakhalin_Region,Сахалинская область   ,Макаровский,Makarovsky,RU-SAK-64224000000
1180,Sakhalin_Region,Сахалинская область   ,Долинский,Dolinsky,RU-SAK-64212000000
1181,Sakhalin_Region,Сахалинская область   ,Холмский,Kholmsky,RU-SAK-64254000000
1182,Sakhalin_Region,Сахалинская область   ,Корсаковский,Korsakovsky,RU-SAK-64216000000
1183,Sakhalin_Region,Сахалинская область   ,Невельский,Nevelsky,RU-SAK-64228000000
1184,Sakhalin_Region,Сахалинская область   ,Анивский,Anivsky,RU-SAK-64208000000
1185,Sakhalin_Region,Сахалинская область   ,Южно-Сахалинск,YuzhnoSakhalinsk,RU-SAK-64401000000
1186,Sakhalin_Region,Сахалинская область   ,Южно-Курильский,YuzhnoKurilsky,RU-SAK-64256000000
1187,Sakhalin_Region,Сахалинская область   ,Курильский,Kurilsky,RU-SAK-64220000000
1188,Sakhalin_Region,Сахалинская область   ,Северо-Курильский,SeveroKurilsky,RU-SAK-64243000000
1189,Sevastopol,Севастополь   ,Балаклавский,Balaklavsky,RU-SEV-67263000000
1190,Sevastopol,Севастополь   ,Гагаринский,Gagarinsky,RU-SEV-67264000000
1191,Sevastopol,Севастополь   ,Ленинский,Leninsky,RU-SEV-67266000000
1192,Sevastopol,Севастополь   ,Нахимовский,Nakhimovsky,RU-SEV-67269000000
1193,Stavropol_Territory,Ставропольский край   ,Пятигорск,Pyatigorsk,RU-STA-07427000000
1194,Stavropol_Territory,Ставропольский край   ,Арзгирский,_Arzgirsky,RU-STA-07207000000
1195,Stavropol_Territory,Ставропольский край   ,Нефтекумский,_Neftekumsky,RU-STA-07241000000
1196,Stavropol_Territory,Ставропольский край   ,Александровский,_Aleksandrovskiy,RU-STA-07202000000
1197,Stavropol_Territory,Ставропольский край   ,Невинномысск,Nevinnomyssk,RU-STA-07424000000
1198,Stavropol_Territory,Ставропольский край   ,Туркменский,_Turkmensky,RU-STA-07256000000
1199,Stavropol_Territory,Ставропольский край   ,Степновский,_Stepnovsky,RU-STA-07252000000
1200,Stavropol_Territory,Ставропольский край   ,Курский,_Kursky,RU-STA-07233000000
1201,Stavropol_Territory,Ставропольский край   ,Апанасенковский,_Apanasenkovsky,RU-STA-07205000000
1202,Stavropol_Territory,Ставропольский край   ,Ипатовский,_Ipatovsky,RU-STA-07222000000
1203,Stavropol_Territory,Ставропольский край   ,Новоселицкий,_Novoselitsky,RU-STA-07244000000
1204,Stavropol_Territory,Ставропольский край   ,Ставрополь,Stavropol,RU-STA-07401000000
1205,Stavropol_Territory,Ставропольский край   ,Георгиевск,Georgievsk,RU-STA-07407000000
1206,Stavropol_Territory,Ставропольский край   ,Кисловодск,Kislovodsk,RU-STA-07415000000
1207,Stavropol_Territory,Ставропольский край   ,Ессентуки,Essentuki,RU-STA-07410000000
1208,Stavropol_Territory,Ставропольский край   ,Железноводск,Zheleznovodsk,RU-STA-07412000000
1209,Stavropol_Territory,Ставропольский край   ,Лермонтов,Lermontov,RU-STA-07418000000
1210,Stavropol_Territory,Ставропольский край   ,Петровский,_Petrovsky,RU-STA-07246000000
1211,Stavropol_Territory,Ставропольский край   ,Благодарненский,_Blagodarnensky,RU-STA-07210000000
1212,Stavropol_Territory,Ставропольский край   ,Красногвардейский,_Krasnogvardeisky,RU-STA-07230000000
1213,Stavropol_Territory,Ставропольский край   ,Новоалександровский,_Novoaleksandrovsky,RU-STA-07243000000
1214,Stavropol_Territory,Ставропольский край   ,Изобильненский,_Izobilnensky,RU-STA-07220000000
1215,Stavropol_Territory,Ставропольский край   ,Шпаковский,_Shpakovsky,RU-STA-07258000000
1216,Stavropol_Territory,Ставропольский край   ,Кочубеевский,_Kochubeevsky,RU-STA-07228000000
1217,Stavropol_Territory,Ставропольский край   ,Андроповский,_Andropovsky,RU-STA-07232000000
1218,Stavropol_Territory,Ставропольский край   ,Грачёвский,_Grachevsky,RU-STA-07217000000
1219,Stavropol_Territory,Ставропольский край   ,Труновский,_Trunovsky,RU-STA-07254000000
1220,Stavropol_Territory,Ставропольский край   ,Предгорный,_Predgorny,RU-STA-07248000000
1221,Stavropol_Territory,Ставропольский край   ,Минераловодский,_Mineralovodsky,RU-STA-07239000000
1222,Stavropol_Territory,Ставропольский край   ,Георгиевский,_Georgievsky,RU-STA-07215000000
1223,Stavropol_Territory,Ставропольский край   ,Кировский,_Kirovsky,RU-STA-07225000000
1224,Stavropol_Territory,Ставропольский край   ,Советский,_Soviet,RU-STA-07250000000
1225,Stavropol_Territory,Ставропольский край   ,Будённовский,_Budyonnovsky,RU-STA-07212000000
1226,Stavropol_Territory,Ставропольский край   ,Левокумский,_Levokumsky,RU-STA-07236000000
1227,Trans_Baikal_Territory,Забайкальский край   ,Тунгокоченский,Tungochensky,RU-ZAB-76244000000
1228,Trans_Baikal_Territory,Забайкальский край   ,Чернышевский,Chernyshevsky,RU-ZAB-76248000000
1229,Trans_Baikal_Territory,Забайкальский край   ,Тунгиро-Олёкминский,TungiroOlyokminsky,RU-ZAB-76242000000
1230,Trans_Baikal_Territory,Забайкальский край   ,Каларский,Kalarsky,RU-ZAB-76215000000
1231,Trans_Baikal_Territory,Забайкальский край   ,Сретенский,Sretensky,RU-ZAB-76240000000
1232,Trans_Baikal_Territory,Забайкальский край   ,Улётовский,Uletovsky,RU-ZAB-76246000000
1233,Trans_Baikal_Territory,Забайкальский край   ,Петровск-Забайкальский,Petrovsk,RU-ZAB-76236501000
1234,Trans_Baikal_Territory,Забайкальский край   ,Петровск-Забайкальский район,PetrovskZabaikalsky,RU-ZAB-76236000000
1235,Trans_Baikal_Territory,Забайкальский край   ,Агинское,Aginskoe,RU-ZAB-76202551000
1236,Trans_Baikal_Territory,Забайкальский край   ,Калганский,Kalgansky,RU-ZAB-76218000000
1237,Trans_Baikal_Territory,Забайкальский край   ,Шелопугинский,Shelopuginsky,RU-ZAB-76252000000
1238,Trans_Baikal_Territory,Забайкальский край   ,Александрово-Заводский,AlexandrovoZavodsky,RU-ZAB-76204000000
1239,Trans_Baikal_Territory,Забайкальский край   ,Нерчинский,Nerchinsky,RU-ZAB-76228000000
1240,Trans_Baikal_Territory,Забайкальский край   ,Балейский,Baleyskiy,RU-ZAB-76206000000
1241,Trans_Baikal_Territory,Забайкальский край   ,Карымский,Karymsky,RU-ZAB-76220000000
1242,Trans_Baikal_Territory,Забайкальский край   ,Шилкинский,Shilkinsky,RU-ZAB-76254000000
1243,Trans_Baikal_Territory,Забайкальский край   ,Оловяннинский,Olovyanninsky,RU-ZAB-76232000000
1244,Trans_Baikal_Territory,Забайкальский край   ,Дульдургинский,Duldurginsky,RU-ZAB-76211000000
1245,Trans_Baikal_Territory,Забайкальский край   ,Агинский,Aginsky,RU-ZAB-76202000000
1246,Trans_Baikal_Territory,Забайкальский край   ,ЗАТО п. Горный,Gornyy,RU-ZAB-76585000000
1247,Trans_Baikal_Territory,Забайкальский край   ,Могойтуйский,Mogoituysky,RU-ZAB-76225000000
1248,Trans_Baikal_Territory,Забайкальский край   ,Чита,Chita,RU-ZAB-76401000000
1249,Trans_Baikal_Territory,Забайкальский край   ,Ононский,Ononsky,RU-ZAB-76234000000
1250,Trans_Baikal_Territory,Забайкальский край   ,Акшинский,Akshinsky,RU-ZAB-76203000000
1251,Trans_Baikal_Territory,Забайкальский край   ,Борзинский,Borzinsky,RU-ZAB-76209000000
1252,Trans_Baikal_Territory,Забайкальский край   ,Забайкальский,Zabaikalsky,RU-ZAB-76000000000
1253,Trans_Baikal_Territory,Забайкальский край   ,Красночикойский,Krasnochikoisky,RU-ZAB-76222000000
1254,Trans_Baikal_Territory,Забайкальский край   ,Краснокаменский,Krasnokamensky,RU-ZAB-76221000000
1255,Trans_Baikal_Territory,Забайкальский край   ,Кыринский,Kirinsky,RU-ZAB-76224000000
1256,Trans_Baikal_Territory,Забайкальский край   ,Хилокский,Khiloksky,RU-ZAB-76247000000
1257,Trans_Baikal_Territory,Забайкальский край   ,Читинский,Chitinsky,RU-ZAB-76250000000
1258,Trans_Baikal_Territory,Забайкальский край   ,Могочинский,Mogochinsky,RU-ZAB-76226000000
1259,Trans_Baikal_Territory,Забайкальский край   ,Приаргунский,Priargunsky,RU-ZAB-76238000000
1260,Trans_Baikal_Territory,Забайкальский край   ,Газимуро-Заводский,GazimuroZavodsky,RU-ZAB-76210000000
1261,Trans_Baikal_Territory,Забайкальский край   ,Нерчинско-Заводский,NerchinskoZavodsky,RU-ZAB-76230000000
1262,Tula_Region,Тульская область   ,Заокский,Zaoksky,RU-TUL-70222000000
1263,Tula_Region,Тульская область   ,Алексинский,Aleksin,RU-TUL-70202000000
1264,Tula_Region,Тульская область   ,Ясногорский,Yasnogorsky,RU-TUL-70250000000
1265,Tula_Region,Тульская область   ,Новомосковский,Novomoskovsk,RU-TUL-70234000000
1266,Tula_Region,Тульская область   ,Суворовский,Suvorovsky,RU-TUL-70240000000
1267,Tula_Region,Тульская область   ,Дубенский,Dubensky,RU-TUL-70218000000
1268,Tula_Region,Тульская область   ,Тула,Tula,RU-TUL-70401000000
1269,Tula_Region,Тульская область   ,Каменский,Kamensky,RU-TUL-70224000000
1270,Tula_Region,Тульская область   ,Чернский,Chernsky,RU-TUL-70246000000
1271,Tula_Region,Тульская область   ,Белёвский,Belevsky,RU-TUL-70206000000
1272,Tula_Region,Тульская область   ,Славный,Slavnyy,RU-TUL-70204567000
1273,Tula_Region,Тульская область   ,Арсеньевский,Arsenyevsky,RU-TUL-70204000000
1274,Tula_Region,Тульская область   ,Одоевский,Odoevsky,RU-TUL-70236000000
1275,Tula_Region,Тульская область   ,Плавский,Plavsky,RU-TUL-70238000000
1276,Tula_Region,Тульская область   ,Щекинский,Shchekinsky,RU-TUL-70248000000
1277,Tula_Region,Тульская область   ,Новогуровский,Novogurovsky,RU-TUL-70202553000
1278,Tula_Region,Тульская область   ,Куркинский,Kurinsky,RU-TUL-70230000000
1279,Tula_Region,Тульская область   ,Воловский,Volovsky,RU-TUL-70216000000
1280,Tula_Region,Тульская область   ,Тепло-Огаревский,TeploOgarevsky,RU-TUL-70242000000
1281,Tula_Region,Тульская область   ,Киреевский,Kireyevsky,RU-TUL-70228000000
1282,Tula_Region,Тульская область   ,Богородицкий,Bogoroditsky,RU-TUL-70208000000
1283,Tula_Region,Тульская область   ,Узловский,Uzlovsky,RU-TUL-70244000000
1284,Tula_Region,Тульская область   ,Кимовский,Kimovsky,RU-TUL-70226000000
1285,Tula_Region,Тульская область   ,Донской,Donskoy,RU-TUL-70412000000
1286,Tula_Region,Тульская область   ,Венёвский,Venevsky,RU-TUL-70212000000
1287,Tula_Region,Тульская область   ,Ефремовский,Efremov,RU-TUL-70220000000
1288,Ulyanovsk_Region,Ульяновская область   ,Инзенский,Inzensky,RU-ULY-73210000000
1289,Ulyanovsk_Region,Ульяновская область   ,Тереньгульский,Terengulsky,RU-ULY-73248000000
1290,Ulyanovsk_Region,Ульяновская область   ,Цильнинский,Tsilninsky,RU-ULY-73254000000
1291,Ulyanovsk_Region,Ульяновская область   ,Ульяновский,Ulyanovsky,RU-ULY-73252000000
1292,Ulyanovsk_Region,Ульяновская область   ,Сурский,Sursky,RU-ULY-73244000000
1293,Ulyanovsk_Region,Ульяновская область   ,Мелекесский,Melekessky,RU-ULY-73222000000
1294,Ulyanovsk_Region,Ульяновская область   ,Майнский,Mainsky,RU-ULY-73220000000
1295,Ulyanovsk_Region,Ульяновская область   ,Старомайнский,Staromainsky,RU-ULY-73242000000
1296,Ulyanovsk_Region,Ульяновская область   ,Новомалыклинский,Novomalyklinsky,RU-ULY-73227000000
1297,Ulyanovsk_Region,Ульяновская область   ,Димитровград,Dimitrovgrad,RU-ULY-73405000000
1298,Ulyanovsk_Region,Ульяновская область   ,Ульяновск,Ulyanovsk,RU-ULY-73401000000
1299,Ulyanovsk_Region,Ульяновская область   ,Чердаклинский,Cherdaklinsky,RU-ULY-73256000000
1300,Ulyanovsk_Region,Ульяновская область   ,Старокулаткинский,Starokulatkinsky,RU-ULY-73239000000
1301,Ulyanovsk_Region,Ульяновская область   ,Сенгилеевский,Sengileevsky,RU-ULY-73236000000
1302,Ulyanovsk_Region,Ульяновская область   ,Радищевский,Radishchevsky,RU-ULY-73234000000
1303,Ulyanovsk_Region,Ульяновская область   ,Павловский,Pavlovsky,RU-ULY-73232000000
1304,Ulyanovsk_Region,Ульяновская область   ,Новоспасский,Novospassky,RU-ULY-73229000000
1305,Ulyanovsk_Region,Ульяновская область   ,Николаевский,Nikolaevsky,RU-ULY-73225000000
1306,Ulyanovsk_Region,Ульяновская область   ,Кузоватовский,Kuzovatovsky,RU-ULY-73216000000
1307,Ulyanovsk_Region,Ульяновская область   ,Карсунский,Karsunsky,RU-ULY-73214000000
1308,Ulyanovsk_Region,Ульяновская область   ,Вешкаймский,Veshkaimsky,RU-ULY-73207000000
1309,Ulyanovsk_Region,Ульяновская область   ,Барышский,Baryshsky,RU-ULY-73204000000
1310,Ulyanovsk_Region,Ульяновская область   ,Базарносызганский,Bazarnosyzgansky,RU-ULY-73202000000
1311,Volgograd_Region,Волгоградская область   ,Ольховский,Olkhovsky,RU-VGG-18243000000
